Circuit,time,FPI,WindSustained,GustSustained,Thresholds
CORSAIR,10/24/2021 19:00,1.12983924,8.38874989,30.46696511,30/42
DUKE,10/24/2021 19:00,2.568177488,2.376902179,32.86554789,30/46
GUNSITE,10/24/2021 19:00,0.246666799,16.16492754,40.09476954,31/46
BALCOM,10/24/2021 19:00,2.729321624,12.4901885,31.35353633,31/46
SHOVEL,10/24/2021 19:00,1.159225412,18.80739477,43.63307724,25/40
NAPOLEON,10/24/2021 19:00,2.81277441,2.634055735,33.20116398,31/45
CONDOR,10/24/2021 19:00,0,10.26312883,35.29371772,31/46
VERDEMONT,10/24/2021 19:00,6.549280354,13.55525679,35.63162897,31/46
GREAT SALT,10/24/2021 19:00,0.015706197,2.394443574,36.34077844,29/42
WHITECLIFF,10/24/2021 19:00,7.567450605,8.936371518,33.54730298,31/46
DE MILLE,10/24/2021 19:00,2.082340421,1.52263513,29.50876646,31/46
STAR ROCK,10/24/2021 19:00,0.965430601,2.20304561,28.67929625,31/44
NORTHPARK,10/24/2021 19:00,5.951733452,6.487625943,35.32392754,31/46
STEEL,10/24/2021 19:00,7.364325184,11.82144429,31.52659459,30/43
GLASSCOCK,10/24/2021 19:00,3.968198247,7.19835311,31.75016219,31/45
LYONS,10/24/2021 19:00,10.70766388,8.097264155,32.91748119,31/46
RACER,10/24/2021 19:00,7.157384544,8.774709802,33.88271881,31/46
PARINA,10/24/2021 19:00,8.055619525,12.45779924,40.35459201,28/36
REJADA,10/24/2021 19:00,3.302586107,20.97948673,44.42984579,31/46
STUBBY,10/24/2021 19:00,3.325514338,1.45817342,28.62279115,31/46
MORELLO,10/24/2021 19:00,4.579119819,20.70379886,35.98492303,31/45
LAZARO,10/24/2021 19:00,11.43711935,19.19352402,44.46795019,28/40
CALSTATE,10/24/2021 19:00,5.004902597,4.42765318,34.46337855,31/46
STEARNS,10/24/2021 19:00,4.254676858,8.264890137,36.47731857,31/46
OAK GLEN,10/24/2021 19:00,1.441405002,15.33279329,38.44967333,27/41
LANGER,10/24/2021 19:00,3.331795594,5.923215007,33.90328383,31/45
ROS,10/24/2021 19:00,1.593278728,0.457057902,29.48603717,27/39
ACOSTA,10/24/2021 19:00,0.743997553,11.04479094,37.86934213,31/46
STORES,10/24/2021 19:00,3.434400817,7.9152808,36.90295791,31/46
GOLDSMITH,10/24/2021 19:00,0.590295671,0.751868341,29.68664485,31/45
SONOMA,10/24/2021 19:00,7.040830294,2.988339797,27.92693649,27/39
RAINBOW,10/24/2021 19:00,10.39456392,13.82387013,40.26465341,31/46
FINGAL,10/24/2021 19:00,0.290119407,25.21967214,44.61613233,31/46
GREEN RIVER,10/24/2021 19:00,3.987069136,6.014028501,32.38547105,30.55/39.5
CLUB OAKS,10/24/2021 19:00,1.729337782,6.197081621,33.1439654,31/46
DAVENPORT,10/24/2021 19:00,7.073550661,5.122711053,32.33359133,31/46
BOUQUET,10/24/2021 19:00,2.535385069,16.03925971,37.61597968,31/46
PINE COVE,10/24/2021 19:00,0.205175452,5.853311523,34.64746519,27/44
BLUE CUT,10/24/2021 19:00,6.720460704,1.948752246,35.77953957,31/46
EVERETT,10/24/2021 19:00,2.308262164,30.2277438,47.40331623,31/46
JULIUS,10/24/2021 19:00,6.253699447,2.728283059,36.17650217,31/46
PYTHON,10/24/2021 19:00,4.85394303,7.309264317,29.92277804,31/46
GOWAN,10/24/2021 19:00,3.110780759,9.259662477,33.77550042,31/46
BOOTLEGGER,10/24/2021 19:00,10.86935633,6.420059718,34.12331428,31/46
VARGAS,10/24/2021 19:00,1.554318584,13.28976921,39.39204006,31/46
CAMP BALDY,10/24/2021 19:00,2.331439988,7.378066904,35.84105875,31/46
DIAMONDBACK,10/24/2021 19:00,0.846657738,10.76129528,33.95939326,31/42
GILMAN,10/24/2021 19:00,6.607920179,0.974507264,34.7373919,31/45
VIDEO,10/24/2021 19:00,13.9956008,0.086211528,29.67236333,28/45
MACIEL,10/24/2021 19:00,1.126499421,0.126542637,30.50191863,28/42
ERRINGER,10/24/2021 19:00,1.514567459,5.715438548,33.86356007,31/45
OAK KNOLL,10/24/2021 19:00,4.148297388,3.556004758,32.27958951,31/46
GILLIBRAND,10/24/2021 19:00,10.20101953,0,26.52538674,31/46
COLLINS,10/24/2021 19:00,0,2.512166006,35.81871705,31/43
PATRICIA,10/24/2021 19:00,9.142659927,11.0761158,27.24933217,31/46
REVERSE PEAK,10/24/2021 19:00,3.866987643,10.39569832,33.37319378,31/46
ARLENE,10/24/2021 19:00,1.426075924,10.94208404,38.11634405,31/46
CHAWA,10/24/2021 19:00,1.495800551,9.394878663,37.86080649,31/46
SANTORINI,10/24/2021 19:00,1.748038329,2.949962653,31.68087767,31/42
SAVORY,10/24/2021 19:00,1.26191493,6.408584314,29.44158701,29/42
NAPA,10/24/2021 19:00,2.882878613,9.461467069,43.01021141,28/39
TWIN LAKES,10/24/2021 19:00,0,11.68224525,42.63712729,31/45
JORDAN,10/24/2021 19:00,0.501641498,9.287027613,43.20202985,27/46
GALENA,10/24/2021 19:00,0.06983615,9.421194407,31.58910528,31/46
LAUDA,10/24/2021 19:00,3.242161822,4.712006919,26.67984969,31/45
EASTER,10/24/2021 19:00,0.419820507,14.19112141,37.11791678,29/41
DYSART,10/24/2021 19:00,13.39557558,3.106192478,36.55893415,31/46
CANEBRAKE,10/24/2021 19:00,2.221902364,8.058272047,36.12354208,31/46
PHEASANT,10/24/2021 19:00,3.529291722,0,28.85255432,31/45
VERA CRUZ,10/24/2021 19:00,2.298157392,3.822732851,33.11281205,28/42
TOGA,10/24/2021 19:00,0.161321664,4.59735545,31.53011978,31/41.7
ESTABAN,10/24/2021 19:00,0.166810934,16.98426439,38.22278911,31/45
BIANCO,10/24/2021 19:00,4.680407512,12.00736699,42.14660533,31/40
LOCKNER,10/24/2021 19:00,2.139001731,5.693827575,29.27933522,31/45
ENERGY,10/24/2021 19:00,4.127107666,31.03185964,42.13107518,31/46
BUCKHORN,10/24/2021 19:00,2.412975825,6.816260017,31.47214847,31/46
CASSIDY,10/24/2021 19:10,4.495695316,1.281922688,32.87232059,31/46
REVERSE PEAK,10/24/2021 19:10,4.149130095,9.5535536,37.800161,31/46
SAND CANYON,10/24/2021 19:10,4.508602444,9.675250967,34.70189914,31/46
BOUQUET,10/24/2021 19:10,2.71949366,17.28032661,42.22545985,31/46
JONAGOLD,10/24/2021 19:10,1.040174521,4.549795651,30.36507384,28/39
STAR ROCK,10/24/2021 19:10,0.951732293,2.087699874,28.70421469,31/44
NAPA,10/24/2021 19:10,2.17604151,10.48256174,39.26973205,28/39
CABANA,10/24/2021 19:10,5.78258703,3.918063343,30.34674208,31/46
CARMELITA,10/24/2021 19:10,1.849409386,14.61246294,40.1330658,31/46
FLAKE,10/24/2021 19:10,9.092971627,3.00691333,33.66308945,28/36
METTLER,10/24/2021 19:10,2.86078273,8.978618248,35.52629815,23/37
CLARINET,10/24/2021 19:10,0.916933451,9.325093041,39.54863046,31/46
ENCHANTED,10/24/2021 19:10,2.966976797,4.190036517,31.47092683,31/46
GREEN RIVER,10/24/2021 19:10,3.982858774,5.94200321,33.31814659,30.55/39.5
BLUE CUT,10/24/2021 19:10,6.841758964,1.393193189,35.6045882,31/46
SAVORY,10/24/2021 19:10,0.802738344,6.310464903,33.7871174,29/42
MIDDLE ROAD,10/24/2021 19:10,0.030009397,14.59471163,32.96250669,26/42
TUBA,10/24/2021 19:10,7.333613837,18.20798722,42.45357555,31/46
GOWAN,10/24/2021 19:10,2.65586139,10.60967843,34.5122067,31/46
EVERETT,10/24/2021 19:10,3.302052461,32.07459446,39.40946335,31/46
CLUB OAKS,10/24/2021 19:10,1.927585606,6.537033329,29.88428756,31/46
SONOMA,10/24/2021 19:10,6.972487344,2.629707755,31.7402874,27/39
PATRICIA,10/24/2021 19:10,9.081608732,10.17537602,35.39939446,31/46
LOCKNER,10/24/2021 19:10,1.616930683,4.677961841,28.62898024,31/45
GALENA,10/24/2021 19:10,0,10.07340022,33.36690644,31/46
CANEBRAKE,10/24/2021 19:10,1.912969358,8.114280683,40.47117804,31/46
EASTER,10/24/2021 19:10,0.886680685,14.92016161,39.64721999,29/41
SANTORINI,10/24/2021 19:10,1.458701693,3.391051125,30.27170723,31/42
BUCKHORN,10/24/2021 19:10,2.441118929,6.118077716,33.43409351,31/46
RAINBOW,10/24/2021 19:10,9.582983503,15.550745,39.69554915,31/46
ROS,10/24/2021 19:10,1.417302149,0,30.92830388,27/39
CORSAIR,10/24/2021 19:10,1.70737742,6.734093523,36.56566476,30/42
DIAMONDBACK,10/24/2021 19:10,0.669803584,9.951038335,39.72748094,31/42
CASTRO,10/24/2021 19:10,6.45809468,14.09324605,37.53231736,29/46
DUKE,10/24/2021 19:10,2.866203461,4.785330375,35.00502165,30/46
CONINE,10/24/2021 19:10,5.897980307,10.7225058,30.20728874,28/40
STAGHORN,10/24/2021 19:10,0,0.335833896,28.98024944,31/46
WOBEGONE,10/24/2021 19:10,0.615586827,7.5937941,29.2398225,28/40
OAK GLEN,10/24/2021 19:10,1.913030171,15.13613715,40.66761534,27/41
CALSTATE,10/24/2021 19:10,4.860568812,4.767415038,34.78101221,31/46
MORELLO,10/24/2021 19:10,4.422262039,19.91385228,44.36927172,31/45
LYONS,10/24/2021 19:10,10.52369486,8.469676625,41.33420503,31/46
STEEL,10/24/2021 19:10,6.860815055,11.89440716,37.00768761,30/43
CONDOR,10/24/2021 19:10,0,10.94128242,38.70833802,31/46
REJADA,10/24/2021 19:10,3.662996539,21.2716043,40.96880583,31/46
NAPOLEON,10/24/2021 19:10,2.496960695,3.264789237,25.81424208,31/45
COVENTRY,10/24/2021 19:10,1.36754237,5.219458704,39.30124733,31/46
MACIEL,10/24/2021 19:10,0.554027347,1.637391439,30.12394967,28/42
GILLIBRAND,10/24/2021 19:10,10.27214543,1.074389831,32.78425165,31/46
SOGGY,10/24/2021 19:10,5.333090742,14.08646281,36.67514415,28/40
ARLENE,10/24/2021 19:10,2.053417756,11.33658476,37.65061997,31/46
ANGUS,10/24/2021 19:10,3.599026967,26.78890626,46.89059963,31/46
GUNSITE,10/24/2021 19:10,0.334399221,16.61551861,35.87624238,31/46
PETIT,10/24/2021 19:10,3.651848481,23.48867694,44.2615217,31/46
SCHMIDT,10/24/2021 19:10,0,8.769261612,32.03771942,31/44
TOWNSHIP,10/24/2021 19:10,3.417858975,11.12235748,34.13551341,31/45
WINERY,10/24/2021 19:10,1.447690488,3.802486906,30.19656053,29/42
FORTUNE,10/24/2021 19:10,2.364975143,36.8369088,56.69068544,31/45
ATENTO,10/24/2021 19:10,1.623931445,9.812472862,35.19076532,31/46
ACCENT,10/24/2021 19:10,10.36221129,7.520209718,37.31028965,27/38
MODJESKA,10/24/2021 19:10,1.797165839,15.62666565,31.51961585,30/44
HILLFIELD,10/24/2021 19:10,5.996053338,4.333870558,37.26385048,31/46
ECHO,10/24/2021 19:10,3.473621264,5.020831753,27.08141729,31/46
CAIN RANCH,10/24/2021 19:10,5.168579497,11.9899126,33.63269096,31/46
BELPAC,10/24/2021 19:10,1.551924402,1.4170429,32.20524888,31/42.42
PICK,10/24/2021 19:10,2.624181764,6.395434359,33.57374236,31/46
ANTON,10/24/2021 19:10,10.42007231,8.049236208,32.23364477,31/46
CALGROVE,10/24/2021 19:10,0.717077714,2.532374596,31.74563867,31/46
BIRCHIM,10/24/2021 19:10,9.047427246,3.948023399,28.75540373,31/46
AMETHYST,10/24/2021 19:10,1.810048717,1.57361958,34.16599567,31/46
GRAPEVINE PEAK,10/24/2021 19:10,3.860890984,1.535562837,31.25669565,31/46
STRATHERN,10/24/2021 19:10,3.27106474,20.55634995,39.66521962,31/46
BONNEVILLE,10/24/2021 19:10,0.504759528,0,32.77964707,28/40
CUTHBERT,10/24/2021 19:10,4.728058446,10.00113052,39.16381092,31/46
RMV 1243,10/24/2021 19:10,4.911912424,10.1713344,32.17527214,31/46
BADGER,10/24/2021 19:10,4.324337088,4.050975326,32.93136074,31/46
GABBERT,10/24/2021 19:10,2.165857126,10.33910735,37.59176497,31/46
FERRARA,10/24/2021 19:10,7.026258518,4.4291731,35.46884317,31/46
TAHQUITZ,10/24/2021 19:10,5.639910994,3.457624667,34.11673851,31/46
PYLE,10/24/2021 19:10,3.938481456,13.42092098,35.08543321,28/44
PLATEAU,10/24/2021 19:10,3.527986709,9.090477606,36.40031403,31/46
GNATCATCHER,10/24/2021 19:10,0,24.31435701,44.5247488,31/46
WHITECLIFF,10/24/2021 19:10,7.501289947,10.06160197,37.83994704,31/46
VETERANS,10/24/2021 19:10,1.96997807,12.48655521,38.85796332,31/46
GREAT SALT,10/24/2021 19:10,0,4.63765456,37.59388379,29/42
GILMAN,10/24/2021 19:10,6.847192855,1.729151248,38.71323909,31/45
VARGAS,10/24/2021 19:10,1.479296732,14.66063232,39.8545494,31/46
PINE COVE,10/24/2021 19:10,0.069315217,7.649828894,34.38970065,27/44
DAVENPORT,10/24/2021 19:10,6.822951186,4.653646611,37.03690855,31/46
GOLDSMITH,10/24/2021 19:10,1.082589182,1.672000196,29.79923912,31/45
COLLINS,10/24/2021 19:10,0,3.045797486,30.47420456,31/43
VERA CRUZ,10/24/2021 19:10,2.23816968,3.235077103,34.86103243,28/42
OAK KNOLL,10/24/2021 19:10,4.072013235,2.949934881,29.67160001,31/46
ENERGY,10/24/2021 19:10,4.269906576,31.50686776,47.15154045,31/46
JORDAN,10/24/2021 19:10,0.265958523,10.01938004,39.55886274,27/46
CHAWA,10/24/2021 19:10,2.147884455,10.14553477,37.62803241,31/46
BIANCO,10/24/2021 19:10,4.972094622,13.37650767,39.32010613,31/40
ACOSTA,10/24/2021 19:10,1.063412627,11.60532998,38.18046844,31/46
STORES,10/24/2021 19:10,3.075574946,8.554326431,38.12863431,31/46
BUCKNER,10/24/2021 19:10,3.489085994,6.233303289,32.8934247,31/45
RUSTIC,10/24/2021 19:10,5.930870195,12.65732182,43.31654574,31/46
DYSART,10/24/2021 19:10,13.6920883,3.58647749,34.26706405,31/46
SWEETWATER,10/24/2021 19:10,2.32709061,8.840355412,31.89462973,31/46
TANAGER,10/24/2021 19:10,7.526788775,0.53974571,35.636768,30.67/44.07
DARTMOUTH,10/24/2021 19:10,1.037378007,3.127281971,27.87075974,31/45
GUITAR,10/24/2021 19:10,0,5.786467382,30.14337247,31/46
PASCAL,10/24/2021 19:10,1.222584356,5.407141317,35.94552765,31/44
ZONE,10/24/2021 19:10,5.134780148,11.06639837,36.93823356,31/46
SAUNDERS,10/24/2021 19:10,3.044104494,3.287240586,36.14539447,27/44
SAGINAW,10/24/2021 19:10,0,13.78469586,42.98225641,24/40
BLACKHILLS,10/24/2021 19:10,0.744506269,4.702328319,36.90538828,31/46
TAIWAN,10/24/2021 19:10,1.643669598,18.56454119,38.25687475,31/46
SNOW VALLEY,10/24/2021 19:10,2.967742291,0,35.43262497,31/46
SADDLEBACK,10/24/2021 19:10,4.740182229,16.40726737,38.87828963,31/46
COBRA,10/24/2021 19:10,1.022710505,2.94988461,32.44862619,31/42
PURCHASE,10/24/2021 19:10,6.232309029,3.732225249,31.35830702,31/46
SUTT,10/24/2021 19:10,5.720556203,0.535466284,34.23354263,31/46
HONEYCRISP,10/24/2021 19:10,4.44824853,11.2884455,35.81721606,29/42
DONLON,10/24/2021 19:10,1.592088136,15.03223992,33.70117506,31/46
VIENTO,10/24/2021 19:10,8.316429616,8.736032843,33.05064527,31/46
HILLCREST,10/24/2021 19:10,7.878307632,7.584589077,39.33489066,31/45
KINSEY,10/24/2021 19:10,5.172015396,7.694584758,37.72602794,31/46
CAESAR,10/24/2021 19:10,11.5332936,12.55711634,34.20709896,31/45
BENCH,10/24/2021 19:10,0.474208714,12.47344166,40.64783816,29/42
ROUNDEL,10/24/2021 19:10,4.572111016,32.33143852,49.19253,31/44
GINGER,10/24/2021 19:10,0.812478808,0.112477769,31.73816996,28/40
ROSA,10/24/2021 19:10,2.923123864,0,21.97444764,31/46
FANO,10/24/2021 19:10,3.620716119,0.175789092,29.17263782,28/40
ICE HOUSE,10/24/2021 19:10,7.306291218,12.73721253,39.70026724,31/46
RED BOX,10/24/2021 19:10,6.266426376,14.29108343,37.26226768,31/46
MOCCASIN,10/24/2021 19:10,0,4.729791123,31.70698722,31/46
VIDEO,10/24/2021 19:10,14.54271045,0,28.85454363,28/45
ZENDA,10/24/2021 19:10,4.90273901,15.02156703,40.58203965,31/46
LOUCKS,10/24/2021 19:10,0.031709801,8.003169572,36.74801174,31/46
ALOLA #2,10/24/2021 19:10,0.098841997,3.744685955,32.90884174,31/44
TIMBER CANYON,10/24/2021 19:10,12.66012805,3.477740841,30.40084217,31/46
BIG ROCK,10/24/2021 19:10,0,7.83113702,37.30142654,31/46
RANKIN,10/24/2021 19:10,2.154237662,8.1608312,34.7308127,31/46
LAUDA,10/24/2021 19:10,2.700694389,3.307759262,27.83459995,31/45
LOPEZ,10/24/2021 19:10,0.160774278,1.500142942,26.91340095,31/46
FINGAL,10/24/2021 19:10,1.074450765,23.74496951,41.90862968,31/46
MARCUS,10/24/2021 19:10,5.467344518,2.294864201,25.97132752,31/46
CAMP BALDY,10/24/2021 19:10,2.164029747,7.284395193,30.44832023,31/46
PHEASANT,10/24/2021 19:10,3.688472611,0.371868923,35.75271147,31/45
LARCH,10/24/2021 19:10,2.522270587,3.985651352,37.65170281,31/46
BALCOM,10/24/2021 19:10,3.13446454,12.31247872,35.03206349,31/46
LANGER,10/24/2021 19:10,3.028234004,5.07327166,35.92983358,31/45
LAZARO,10/24/2021 19:10,11.47057111,17.25123538,36.18107208,28/40
STUBBY,10/24/2021 19:10,3.16765186,0.66165005,34.53081341,31/46
PARINA,10/24/2021 19:10,7.882541098,11.73378462,37.15855683,28/36
NORTHPARK,10/24/2021 19:10,5.488738933,6.122151661,32.90431667,31/46
JULIUS,10/24/2021 19:10,6.468607817,3.258466838,33.64980046,31/46
DE MILLE,10/24/2021 19:10,2.547522974,2.514879906,32.95039817,31/46
SHOVEL,10/24/2021 19:10,1.699997284,17.10175109,36.78362857,25/40
MORGANSTEIN,10/24/2021 19:10,9.565668255,11.63858832,33.06280982,31/46
RACER,10/24/2021 19:10,6.863955746,8.029644762,32.23167752,31/46
ICEHOUSE,10/24/2021 19:10,10.27778828,7.261448248,34.15452643,31/46
FLYING D,10/24/2021 19:10,4.887197225,12.83007364,42.27135551,31/46
CUDDEBACK,10/24/2021 19:10,2.006470427,7.650397293,34.16919195,23/37
TOGA,10/24/2021 19:10,0,4.356054797,42.62724363,31/41.7
VERDEMONT,10/24/2021 19:10,6.953494839,14.31537863,45.94058371,31/46
Kuehner,10/24/2021 19:10,6.400503178,16.08099099,40.10294986,31/46
PYTHON,10/24/2021 19:10,4.712094581,7.633949671,36.15746978,31/46
TAGGERT,10/24/2021 19:10,3.685619242,5.324702485,33.53099357,31/46
FOOTHILL,10/24/2021 19:10,1.070501499,3.021280618,33.89490609,26/36
ESTABAN,10/24/2021 19:10,0.335698831,17.77216807,43.63251319,31/45
IMPALA,10/24/2021 19:10,5.360546183,7.164569184,37.87798137,31/46
JEEP,10/24/2021 19:10,5.762728928,1.506044815,29.36870391,27/43
FROZEN,10/24/2021 19:10,5.034730867,1.975727045,31.11915635,31/46
HAMPSHIRE,10/24/2021 19:10,1.794330875,2.189588045,30.43539964,31/45
BEAR VALLEY,10/24/2021 19:10,1.765239401,8.187966084,30.23761974,18/29
RANIER,10/24/2021 19:10,1.561130267,17.83750186,39.13813311,31/45
BOOTLEGGER,10/24/2021 19:10,10.64286987,6.507205624,40.72299401,31/46
ANACONDA,10/24/2021 19:10,3.522668426,7.989935212,35.90887584,31/42
AMBERCREST,10/24/2021 19:10,1.303542523,7.439451148,30.4791166,31/44
TWIN LAKES,10/24/2021 19:10,0.249243485,12.30410075,38.86130976,31/45
STEARNS,10/24/2021 19:10,3.806305774,10.21525584,43.00893544,31/46
GLASSCOCK,10/24/2021 19:10,3.805389117,7.613762181,35.88598193,31/45
RICARDO,10/24/2021 19:10,1.781145107,12.28434607,35.99263911,31/46
ERRINGER,10/24/2021 19:10,1.75015299,5.562075195,31.44266146,31/45
THACHER,10/24/2021 19:10,0.820295182,4.202751191,30.55816848,29/46
OLIVER,10/24/2021 19:10,1.212015931,6.722046616,33.88530139,29/42
TUFA,10/24/2021 19:10,8.027602168,34.38063829,49.53025824,31/46
BING,10/24/2021 19:10,11.4563983,11.32198212,40.29225238,31/45
AVANTI,10/24/2021 19:10,5.964117339,1.806347659,30.67562002,31/46
TAPO,10/24/2021 19:10,0.492090157,4.012903604,35.58793866,31/46
STEEL,10/24/2021 19:20,6.554615099,11.70452749,35.71528555,30/43
CONDOR,10/24/2021 19:20,0,10.74968655,38.96456809,31/46
DE MILLE,10/24/2021 19:20,2.851200597,3.336814822,32.42375884,31/46
BEAR VALLEY,10/24/2021 19:20,1.702678981,7.598087705,32.21800971,18/29
VERDEMONT,10/24/2021 19:20,6.929002457,14.4986188,39.62064846,31/46
WHITECLIFF,10/24/2021 19:20,8.040431045,10.66004525,35.67179159,31/46
LYONS,10/24/2021 19:20,10.62626749,8.503996152,40.26271763,31/46
ACCENT,10/24/2021 19:20,10.72000813,7.386030719,29.11967422,27/38
NAPOLEON,10/24/2021 19:20,2.427520079,4.122370851,26.71476754,31/45
SHOVEL,10/24/2021 19:20,1.783333863,17.82479042,39.60055321,25/40
BOOTLEGGER,10/24/2021 19:20,10.1756749,6.023213669,36.75652046,31/46
MORGANSTEIN,10/24/2021 19:20,9.863394202,11.12158293,41.73956702,31/46
RACER,10/24/2021 19:20,5.842667683,7.943332615,32.5533231,31/46
CABANA,10/24/2021 19:20,5.333399504,3.208263291,33.44933858,31/46
NORTHPARK,10/24/2021 19:20,5.351065074,5.843071624,34.75149011,31/46
METTLER,10/24/2021 19:20,2.940224895,8.361723399,32.75024457,23/37
ATENTO,10/24/2021 19:20,0.887213907,9.048050893,28.05584978,31/46
CASTRO,10/24/2021 19:20,6.775172908,14.25039526,38.10272525,29/46
RUSTIC,10/24/2021 19:20,6.14612554,12.17065236,41.20868469,31/46
SWEETWATER,10/24/2021 19:20,1.771400859,8.12198824,33.79653817,31/46
DUKE,10/24/2021 19:20,2.886064683,4.767197048,32.87873586,30/46
CAESAR,10/24/2021 19:20,11.88596568,12.00269654,33.7246017,31/45
CONINE,10/24/2021 19:20,5.34166764,9.753658053,36.65351817,28/40
THACHER,10/24/2021 19:20,0.760325079,5.167390742,33.54413934,29/46
MARCUS,10/24/2021 19:20,5.495822243,4.149250926,37.53747292,31/46
CARMELITA,10/24/2021 19:20,2.167150118,14.55301677,35.26294634,31/46
PARINA,10/24/2021 19:20,8.102064474,11.21701334,37.31943703,28/36
BENCH,10/24/2021 19:20,0.509871338,13.38144583,38.5528172,29/42
JONAGOLD,10/24/2021 19:20,1.296508535,4.494303442,33.10539368,28/39
BALCOM,10/24/2021 19:20,2.933055423,12.76815091,41.48930986,31/46
WOBEGONE,10/24/2021 19:20,0.835413494,7.475452608,41.51530491,28/40
TAGGERT,10/24/2021 19:20,4.101356256,5.771908316,32.79580766,31/46
LANGER,10/24/2021 19:20,2.772706847,4.242885371,39.62366052,31/45
OAK GLEN,10/24/2021 19:20,2.020129418,14.52758926,38.18311682,27/41
LAZARO,10/24/2021 19:20,11.2617549,16.19234758,37.32046775,28/40
CALSTATE,10/24/2021 19:20,5.359697795,4.890667727,31.73981642,31/46
MORELLO,10/24/2021 19:20,4.568272782,18.86329822,45.89359969,31/45
STUBBY,10/24/2021 19:20,3.028739255,0,29.71960377,31/46
LARCH,10/24/2021 19:20,2.639888565,4.192854039,28.77120063,31/46
REJADA,10/24/2021 19:20,3.089165288,22.56609234,39.37734871,31/46
OLIVER,10/24/2021 19:20,0.755163695,6.135306178,30.38950873,29/42
ICEHOUSE,10/24/2021 19:20,10.17057726,8.461517461,31.85671869,31/46
STEARNS,10/24/2021 19:20,3.338169322,10.67912127,37.39972945,31/46
ECHO,10/24/2021 19:20,3.542717856,5.772992018,30.60150309,31/46
MOCCASIN,10/24/2021 19:20,0.177827822,4.165623279,39.30583693,31/46
MODJESKA,10/24/2021 19:20,2.168822667,15.63458344,38.74214754,30/44
ALOLA #2,10/24/2021 19:20,0.582044158,4.224409556,32.23751085,31/44
ZENDA,10/24/2021 19:20,4.683505227,15.03886531,36.72909697,31/46
PETIT,10/24/2021 19:20,3.402106116,23.75185088,47.48264206,31/46
GUNSITE,10/24/2021 19:20,0,16.50049945,36.40450777,31/46
IMPALA,10/24/2021 19:20,5.977911179,6.907584955,37.02056314,31/46
FINGAL,10/24/2021 19:20,1.139370262,23.66966735,44.03319635,31/46
ARLENE,10/24/2021 19:20,2.273102901,11.5394845,34.0894222,31/46
RED BOX,10/24/2021 19:20,6.89556532,13.59710108,42.0229471,31/46
LOUCKS,10/24/2021 19:20,0.122640888,8.834714875,29.88009705,31/46
TIMBER CANYON,10/24/2021 19:20,12.48793295,3.685992463,35.76899013,31/46
RANKIN,10/24/2021 19:20,1.73151409,8.494219495,31.83321818,31/46
ENCHANTED,10/24/2021 19:20,2.727441793,2.792561981,32.41351152,31/46
GLASSCOCK,10/24/2021 19:20,3.482652162,7.652942622,31.87608083,31/45
BIG ROCK,10/24/2021 19:20,0.425851998,8.631531546,37.87014618,31/46
STAR ROCK,10/24/2021 19:20,1.518235934,1.922422117,25.68453127,31/44
LAUDA,10/24/2021 19:20,2.997049929,2.175515019,27.17445706,31/45
GREEN RIVER,10/24/2021 19:20,3.53093222,5.661122267,35.65104173,30.55/39.5
BOUQUET,10/24/2021 19:20,2.604458177,17.91039206,38.5367844,31/46
LOPEZ,10/24/2021 19:20,0,0,32.08150127,31/46
CUTHBERT,10/24/2021 19:20,5.02337382,9.784935045,38.34495632,31/46
ICE HOUSE,10/24/2021 19:20,7.571700187,12.90273972,37.98570052,31/46
JEEP,10/24/2021 19:20,5.703049062,2.310408196,27.44546596,27/43
FANO,10/24/2021 19:20,3.22379386,0.209220802,30.49677525,28/40
STAGHORN,10/24/2021 19:20,0.250658832,0.927080387,35.10631328,31/46
FLYING D,10/24/2021 19:20,5.25376667,13.51756613,37.57423806,31/46
ROS,10/24/2021 19:20,1.969601374,1.390147937,31.48487181,27/39
BUCKNER,10/24/2021 19:20,3.619140734,7.231581985,30.33847851,31/45
CUDDEBACK,10/24/2021 19:20,1.494760285,6.856367762,34.93052553,23/37
COVENTRY,10/24/2021 19:20,0.945103063,5.737485851,41.55726644,31/46
ROUNDEL,10/24/2021 19:20,4.068535429,33.88316843,43.11216968,31/44
TOGA,10/24/2021 19:20,0,4.392558374,32.94640052,31/41.7
EASTER,10/24/2021 19:20,0.609132511,13.82165644,37.53084642,29/41
PHEASANT,10/24/2021 19:20,3.955812632,0,34.03410714,31/45
ESTABAN,10/24/2021 19:20,0.642381937,18.25352656,43.81176082,31/45
CAMP BALDY,10/24/2021 19:20,1.565819348,7.235510814,36.4621044,31/46
JULIUS,10/24/2021 19:20,5.777702871,3.198198769,29.85968144,31/46
CLUB OAKS,10/24/2021 19:20,2.101134366,6.885639554,34.90287708,31/46
NAPA,10/24/2021 19:20,3.04724957,8.667293739,40.46720913,28/39
VIDEO,10/24/2021 19:20,14.30880642,0,24.48666724,28/45
CALGROVE,10/24/2021 19:20,1.413744082,2.223580174,28.5293087,31/46
TWIN LAKES,10/24/2021 19:20,0,11.79771744,35.48415079,31/45
GILLIBRAND,10/24/2021 19:20,10.04652971,0.237627183,32.53156208,31/46
GINGER,10/24/2021 19:20,0.971532099,0,35.45418489,28/40
MIDDLE ROAD,10/24/2021 19:20,0.203752474,13.80862231,36.25509227,26/42
SAVORY,10/24/2021 19:20,0.345154546,4.979002091,29.32552636,29/42
